community_cards_flop,community_cards_turn,community_cards_river,winners,uncalled_amount,pot,profits,players_active,player1_card,player1_action,player2_card,player2_action,player3_card,player3_action,player4_card,player4_action,player5_card,player5_action,player6_card,player6_action
"['Ad', 'Kd', 'Js']",,,[5],500,500,"[-50.0, -225.0, 0.0, 0.0, 275.0, 0.0]","[0, 0, 0, 0, 1, 0]","['2c', '9h']",['folds'],"['Ks', '5s']","['calls 125', 'checks', 'folds']","['3s', 'Qd']",['folds'],"['8c', '5d']",['folds'],"['Td', 'Ts']","['raises 125 to 225', 'bets 500']","['3d', '7c']",['folds']
"['Qh', '9c', '3s']",['Tc'],['Qc'],[2],100,200,"[-100.0, 100.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['Kh', '6d']","['calls 50', 'checks', 'checks', 'checks', 'folds']","['9d', '6s']","['checks', 'checks', 'checks', 'bets 100']","['Ah', '7d']",['folds'],"['3c', '6c']",['folds'],"['5s', '2h']",['folds'],"['Jc', '2d']",['folds']
,,,[6],150,250,"[-50.0, -100.0, 0.0, 0.0, 0.0, 150.0]","[0, 0, 0, 0, 0, 1]","['Ac', '8h']",['folds'],"['4d', 'Qh']",['folds'],"['6c', '8c']",['folds'],"['8d', '2d']",['folds'],"['8s', '4h']",['folds'],"['Js', 'Ts']",['raises 150 to 250']
,,,[1],200,200,"[100.0, -100.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['Ad', 'Js']",['raises 200 to 300'],"['4h', '6d']",['folds'],"['2c', 'Jd']",['folds'],"['5s', '2s']",['folds'],"['Jh', '4d']",['folds'],"['5h', 'Tc']",['folds']
,,,[6],575,600,"[-50.0, -100.0, -225.0, 0.0, 0.0, 375.0]","[0, 0, 0, 0, 0, 1]","['9d', '4c']",['folds'],"['Js', '6c']",['folds'],"['Qc', '9c']","['raises 125 to 225', 'folds']","['8d', 'Jd']",['folds'],"['Td', '5s']",['folds'],"['Ah', 'Kc']",['raises 575 to 800']
"['Ks', 'Qc', 'As']",['Ah'],['2c'],[6],225,450,"[-50.0, -200.0, 0.0, 0.0, 0.0, 250.0]","[0, 0, 0, 0, 0, 1]","['5c', '7h']",['folds'],"['3s', '3c']","['calls 100', 'checks', 'checks', 'checks', 'folds']","['6c', 'Jd']",['folds'],"['5d', '8h']",['folds'],"['Ac', '6h']",['folds'],"['8s', 'Kd']","['raises 100 to 200', 'checks', 'checks', 'bets 225']"
,,,[2],700,600,"[-300.0, 300.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['9d', '8c']","['raises 200 to 300', 'folds']","['Kc', 'Ac']",['raises 700 to 1000'],"['2c', '3s']",['folds'],"['Qh', '2s']",['folds'],"['8d', 'Qs']",['folds'],"['5s', 'Ah']",['folds']
,,,[2],400,250,"[-50.0, 150.0, 0.0, 0.0, -100.0, 0.0]","[0, 1, 0, 0, 0, 0]","['5c', 'Ah']",['folds'],"['Jc', 'Tc']",['raises 400 to 500'],"['6d', 'Kc']",['folds'],"['Ts', '8c']",['folds'],"['Jh', '2c']","['calls 100', 'folds']","['Ac', '5d']",['folds']
,,,[5],125,250,"[-50.0, -100.0, 0.0, 0.0, 150.0, 0.0]","[0, 0, 0, 0, 1, 0]","['Th', '8c']",['folds'],"['5h', 'Kd']",['folds'],"['9s', '2s']",['folds'],"['Jc', '9d']",['folds'],"['7d', '8d']",['raises 125 to 225'],"['2d', '6h']",['folds']
"['6c', '5d', '5c']",['3d'],['6h'],[1],100,300,"[200.0, -100.0, -100.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['7s', 'As']","['calls 50', 'checks', 'checks', 'bets 100']","['8s', 'Ks']","['checks', 'checks', 'checks', 'folds']","['8c', '3s']","['calls 100', 'checks', 'checks', 'folds']","['4s', 'Td']",['folds'],"['Ts', '8d']",['folds'],"['2d', 'Tc']",['folds']
"['2d', '9c', 'Ks']",['4h'],,[3],875,1750,"[-50.0, -100.0, 950.0, 0.0, 0.0, -800.0]","[0, 0, 1, 0, 0, 0]","['Th', '2s']",['folds'],"['Td', '5d']",['folds'],"['Jd', 'Kd']","['raises 125 to 225', 'calls 575', 'checks', 'bets 875']","['3d', 'Jc']",['folds'],"['Ah', '7s']",['folds'],"['Ac', 'Jh']","['raises 575 to 800', 'checks', 'folds']"
"['7d', 'Ts', '4s']",['5d'],['9h'],[4],8100,3850,"[-50.0, -1900.0, 0.0, 1950.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['7h', '6c']",['folds'],"['Ah', 'Tc']","['calls 100', 'checks', 'calls 500', 'checks', 'calls 1200', 'checks', 'folds']","['3h', '4d']",['folds'],"['8d', '6d']","['raises 100 to 200', 'bets 500', 'bets 1200', 'bets 8100 and is all-in']","['Td', '7c']",['folds'],"['6s', 'Qd']",['folds']
"['Td', 'Ad', '6h']",['6c'],['5h'],[2],8250,3500,"[-1750.0, 1750.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['Qs', 'As']","['raises 200 to 300', 'bets 450', 'checks', 'calls 1000', 'checks', 'folds']","['6d', 'Kd']","['calls 200', 'calls 450', 'bets 1000', 'bets 8250 and is all-in']","['Jh', '4d']",['folds'],"['6s', '2c']",['folds'],"['Qc', '8d']",['folds'],"['5c', 'Kh']",['folds']
"['8c', '3h', '3s']",['8d'],['7h'],[1],200,600,"[300.0, -300.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['9h', 'Jd']","['raises 200 to 300', 'checks', 'checks', 'bets 200']","['Qh', 'Kc']","['calls 200', 'checks', 'checks', 'folds']","['5c', '8h']",['folds'],"['5d', '2c']",['folds'],"['4d', '9c']",['folds'],"['5h', 'Jc']",['folds']
,,,[6],150,250,"[-50.0, -100.0, 0.0, 0.0, 0.0, 150.0]","[0, 0, 0, 0, 0, 1]","['6s', '5d']",['folds'],"['9c', '3h']",['folds'],"['Kh', '2d']",['folds'],"['8d', '4h']",['folds'],"['3d', '9d']",['folds'],"['Ad', 'Qs']",['raises 150 to 250']
,,,[1],200,200,"[100.0, -100.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['Tc', 'Ad']",['raises 200 to 300'],"['8s', '6c']",['folds'],"['5s', '2h']",['folds'],"['6s', '9h']",['folds'],"['3s', 'Ks']",['folds'],"['Qh', '2s']",['folds']
,,,[2],220,200,"[-100.0, 100.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['6d', 'Ks']","['calls 50', 'folds']","['As', '4d']",['raises 220 to 320'],"['5d', 'Jd']",['folds'],"['5s', 'Ah']",['folds'],"['5h', 'Qs']",['folds'],"['9d', '3d']",['folds']
"['Kh', '4d', '5c']",['9c'],['Ah'],[6],0,20150,"[-50.0, -100.0, 0.0, 0.0, -10000.0, 10150.0]","[0, 0, 0, 0, 1, 1]","['Qc', '2d']",['folds'],"['6h', 'Qd']",['folds'],"['3c', '2c']",['folds'],"['6d', '8c']",['folds'],"['Ks', 'Kc']","['raises 125 to 225', 'calls 525', 'checks', 'calls 825', 'checks', 'calls 2475', 'checks', 'raises 1825 to 5950 and is all-in']","['Ad', 'Ac']","['raises 525 to 750', 'bets 825', 'bets 2475', 'bets 4125', 'calls 1825 and is all-in']"
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['4h', 'Js']",['folds'],"['Ad', '2d']",[],"['3d', 'Jd']",['folds'],"['7h', '2s']",['folds'],"['7d', '9c']",['folds'],"['Th', '6d']",['folds']
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['Th', '3s']",['folds'],"['Ah', '7h']",[],"['Jd', '6d']",['folds'],"['6h', '7c']",['folds'],"['Qd', '2c']",['folds'],"['4d', '9c']",['folds']
"['9h', '9c', 'Qs']",['Jd'],['Kh'],[2],0,2400,"[-50.0, 1225.0, 0.0, -1175.0, 0.0, 0.0]","[0, 1, 0, 1, 0, 0]","['Qd', '2c']",['folds'],"['Ac', '9s']","['calls 115', 'checks', 'bets 360', 'bets 600']","['3s', 'Ks']",['folds'],"['Ad', 'Ah']","['raises 115 to 215', 'checks', 'calls 360', 'calls 600']","['As', '5c']",['folds'],"['Td', '8h']",['folds']
"['7h', 'Ah', 'Qc']",['Qd'],['Jc'],[2],0,1200,"[-600.0, 600.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 0, 0, 0, 0]","['Js', '4s']","['raises 200 to 300', 'checks', 'checks', 'checks', 'calls 300']","['Ad', '8d']","['calls 200', 'checks', 'checks', 'bets 300']","['4d', '3c']",['folds'],"['2d', '5d']",['folds'],"['6c', 'Th']",['folds'],"['Kc', '2h']",['folds']
"['Qd', '2s', 'Qs']",,,[1],100,200,"[100.0, -100.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['6s', '5h']","['calls 50', 'bets 100']","['7d', '4c']","['checks', 'folds']","['6d', '9c']",['folds'],"['8c', 'Jd']",['folds'],"['8h', 'Tc']",['folds'],"['6c', '3h']",['folds']
"['8d', '7s', '4s']",,,[2],1237,1650,"[-50.0, 850.0, -800.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['Qs', 'Jh']",['folds'],"['Kc', 'As']","['raises 550 to 800', 'bets 1237']","['9d', '9h']","['raises 150 to 250', 'calls 550', 'folds']","['9c', '6s']",['folds'],"['Ac', '5d']",['folds'],"['2d', '4c']",['folds']
"['8s', '5c', '6d']",['2c'],,[6],444,538,"[-50.0, -244.0, 0.0, 0.0, 0.0, 294.0]","[0, 0, 0, 0, 0, 1]","['8d', '6c']",['folds'],"['Kc', 'Qs']","['calls 144', 'checks', 'checks', 'folds']","['Kd', '7h']",['folds'],"['Qc', '2h']",['folds'],"['6s', '3s']",['folds'],"['Tc', 'Th']","['raises 144 to 244', 'checks', 'bets 444']"
"['Ah', '7h', 'Jc']",['8h'],['4h'],[5],455,850,"[-50.0, -100.0, -350.0, 0.0, 500.0, 0.0]","[0, 0, 0, 0, 1, 0]","['7d', '5c']",['folds'],"['6h', '7c']",['folds'],"['5s', '5d']","['raises 125 to 225', 'calls 125', 'checks', 'checks', 'checks', 'folds']","['2h', 'Jd']",['folds'],"['Kc', '2d']","['raises 125 to 350', 'checks', 'checks', 'bets 455']","['4d', '4c']",['folds']
,,,[6],150,250,"[-50.0, -100.0, 0.0, 0.0, 0.0, 150.0]","[0, 0, 0, 0, 0, 1]","['6d', 'Kc']",['folds'],"['3h', '2d']",['folds'],"['2h', 'Qs']",['folds'],"['3s', '6s']",['folds'],"['5s', 'Ts']",['folds'],"['Ks', 'Th']",['raises 150 to 250']
,,,[4],175,350,"[-50.0, -100.0, -100.0, 250.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['9h', 'Ac']",['folds'],"['Qh', '4d']",['folds'],"['6h', 'Jd']","['calls 100', 'folds']","['8s', '8h']",['raises 175 to 275'],"['4h', '2s']",['folds'],"['Ah', '5c']",['folds']
,,,[5],500,650,"[-50.0, -100.0, 0.0, -250.0, 400.0, 0.0]","[0, 0, 0, 0, 1, 0]","['2c', '7s']",['folds'],"['5c', '3h']",['folds'],"['5h', '9c']",['folds'],"['9h', 'Ah']","['raises 150 to 250', 'folds']","['Qc', 'Kd']",['raises 500 to 750'],"['8h', '2s']",['folds']
,,,[6],481,550,"[-50.0, -100.0, 0.0, -200.0, 0.0, 350.0]","[0, 0, 0, 0, 0, 1]","['4c', '3c']",['folds'],"['5c', 'Ac']",['folds'],"['Td', 'Qc']",['folds'],"['Jc', '8c']","['raises 100 to 200', 'folds']","['3d', '2s']",['folds'],"['7d', '6d']",['raises 481 to 681']
"['8d', 'As', '2h']",['6c'],['4c'],[2],0,950,"[-50.0, 500.0, 0.0, 0.0, -450.0, 0.0]","[0, 1, 0, 0, 1, 0]","['Jd', '4h']",['folds'],"['8c', 'Tc']","['calls 100', 'checks', 'checks', 'bets 250']","['3h', '8h']",['folds'],"['6s', 'Ad']",['folds'],"['Qd', 'Ks']","['raises 100 to 200', 'checks', 'checks', 'calls 250']","['Th', '7d']",['folds']
,,,[4],100,250,"[-50.0, -100.0, 0.0, 150.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['9s', '5h']",['folds'],"['7h', 'Js']",['folds'],"['8h', 'Jc']",['folds'],"['3s', 'As']",['raises 100 to 200'],"['3c', '9h']",['folds'],"['Qh', '6d']",['folds']
,,,[2],850,550,"[-50.0, 300.0, 0.0, 0.0, 0.0, -250.0]","[0, 1, 0, 0, 0, 0]","['Ks', '8d']",['folds'],"['Ts', '8s']",['raises 850 to 1100'],"['5h', '3s']",['folds'],"['Kd', '3h']",['folds'],"['3d', 'Tc']",['folds'],"['Qh', '2h']","['raises 150 to 250', 'folds']"
"['6d', '4d', 'Td']",['5h'],['5d'],[2],125,250,"[-50.0, 150.0, -100.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['3d', '4h']",['folds'],"['7d', 'Ad']","['checks', 'checks', 'checks', 'bets 125']","['Ac', 'Jc']","['calls 100', 'checks', 'checks', 'folds']","['Tc', '2c']",['folds'],"['7c', '9h']",['folds'],"['5s', 'Js']",['folds']
"['4d', 'Js', '8h']",['Qs'],['Th'],[1],650,650,"[325.0, -325.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['9h', '9c']","['raises 100 to 200', 'checks', 'calls 125', 'checks', 'bets 650']","['6h', 'Jc']","['calls 100', 'bets 125', 'checks', 'folds']","['7s', '2c']",['folds'],"['6d', '9d']",['folds'],"['5h', '2h']",['folds'],"['Kc', '4h']",['folds']
,,,[2],725,450,"[-50.0, 250.0, 0.0, -200.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['Qd', '4h']",['folds'],"['5d', '3d']",['raises 725 to 925'],"['2h', 'Td']",['folds'],"['Qs', 'Jh']","['raises 100 to 200', 'folds']","['Tc', '7s']",['folds'],"['7d', '9c']",['folds']
,,,[3],100,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['Qh', '4d']",['folds'],"['5s', 'Qd']",['folds'],"['7h', '7c']",['raises 100 to 200'],"['6d', '9h']",['folds'],"['Qc', 'Jh']",['folds'],"['3h', 'Ts']",['folds']
,,,[1],200,200,"[100.0, -100.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['Ks', '7s']",['raises 200 to 300'],"['Td', '3s']",['folds'],"['Th', 'Qs']",['folds'],"['7c', 'Qc']",['folds'],"['8s', '9h']",['folds'],"['Kc', '6h']",['folds']
"['8d', '6s', 'As']",['4h'],,[4],277,450,"[-50.0, -200.0, 0.0, 250.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['8s', '5h']",['folds'],"['6d', 'Kc']","['checks', 'checks', 'calls 100', 'checks', 'folds']","['Qd', '7s']",['folds'],"['6c', '4d']","['calls 100', 'bets 100', 'bets 277']","['Ad', '3s']",['folds'],"['Ah', '9s']",['folds']
,,,[5],150,250,"[-50.0, -100.0, 0.0, 0.0, 150.0, 0.0]","[0, 0, 0, 0, 1, 0]","['9s', 'Td']",['folds'],"['6h', '8s']",['folds'],"['6d', 'Jd']",['folds'],"['4s', 'Jh']",['folds'],"['7d', 'Ad']",['raises 150 to 250'],"['Js', '8h']",['folds']
,,,[4],150,250,"[-50.0, -100.0, 0.0, 150.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['Qh', '8c']",['folds'],"['3s', '2d']",['folds'],"['Ks', '4s']",['folds'],"['Jh', 'Ac']",['raises 150 to 250'],"['As', '6d']",['folds'],"['8d', '6s']",['folds']
,,,[6],850,1900,"[-50.0, -925.0, 0.0, 0.0, 0.0, 975.0]","[0, 0, 0, 0, 0, 1]","['Js', '3c']",['folds'],"['2c', '4c']","['raises 725 to 925', 'folds']","['Qs', '6h']",['folds'],"['As', '2d']",['folds'],"['5s', '3s']",['folds'],"['Qh', 'Qd']","['raises 100 to 200', 'raises 850 to 1775']"
,,,[3],100,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['5d', '7s']",['folds'],"['8d', '6c']",['folds'],"['Ac', '8c']",['raises 100 to 200'],"['3d', 'Th']",['folds'],"['Ks', '9c']",['folds'],"['Jd', '4h']",['folds']
,,,[6],125,250,"[-50.0, -100.0, 0.0, 0.0, 0.0, 150.0]","[0, 0, 0, 0, 0, 1]","['3s', '9c']",['folds'],"['6h', '8s']",['folds'],"['Jh', '4d']",['folds'],"['Qc', '8d']",['folds'],"['7c', '9s']",['folds'],"['Jc', 'Qs']",['raises 125 to 225']
"['4s', 'Jd', 'Qc']",,,[5],250,500,"[-50.0, -225.0, 0.0, 0.0, 275.0, 0.0]","[0, 0, 0, 0, 1, 0]","['3d', 'As']",['folds'],"['8d', 'Ks']","['calls 125', 'checks', 'folds']","['Qh', 'Tc']",['folds'],"['8s', '5h']",['folds'],"['4h', '7h']","['raises 125 to 225', 'bets 250']","['9d', 'Kh']",['folds']
"['6s', '7s', 'Ah']",['9s'],['3s'],[1],0,600,"[300.0, -300.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 0, 0, 0, 0]","['Ad', '2c']","['raises 200 to 300', 'checks', 'checks', 'checks']","['Kc', 'Jd']","['calls 200', 'checks', 'checks', 'checks']","['Kh', '7d']",['folds'],"['Td', '4s']",['folds'],"['Ac', '4d']",['folds'],"['Ks', '7h']",['folds']
,,,[6],525,550,"[-50.0, -100.0, 0.0, 0.0, -200.0, 350.0]","[0, 0, 0, 0, 0, 1]","['5s', '9s']",['folds'],"['8d', '5d']",['folds'],"['Ts', '3h']",['folds'],"['Ks', 'Th']",['folds'],"['Ah', 'Td']","['raises 100 to 200', 'folds']","['Jc', 'Jd']",['raises 525 to 725']
"['As', 'Kd', '5c']",,,[5],250,500,"[-50.0, -225.0, 0.0, 0.0, 275.0, 0.0]","[0, 0, 0, 0, 1, 0]","['2h', '2c']",['folds'],"['2s', '7s']","['calls 125', 'checks', 'folds']","['7h', 'Jc']",['folds'],"['5s', '6h']",['folds'],"['Ad', 'Qh']","['raises 125 to 225', 'bets 250']","['7d', '3d']",['folds']
"['Jh', 'Ac', '4d']",['6c'],,[4],1349,1349,"[-562.0, -225.0, 0.0, 787.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['Td', 'As']","['calls 175', 'checks', 'calls 337', 'checks', 'folds']","['Qs', '5s']","['calls 125', 'checks', 'folds']","['9h', '2d']",['folds'],"['5d', '6d']","['raises 125 to 225', 'bets 337', 'bets 1349']","['3c', '8d']",['folds'],"['3d', '3s']",['folds']
,,,[6],125,250,"[-50.0, -100.0, 0.0, 0.0, 0.0, 150.0]","[0, 0, 0, 0, 0, 1]","['9c', 'Kd']",['folds'],"['9h', '5s']",['folds'],"['As', '9d']",['folds'],"['4s', 'Jd']",['folds'],"['6d', '9s']",['folds'],"['8c', 'Ks']",['raises 125 to 225']
,,,[2],250,200,"[-100.0, 100.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['7d', '9s']","['calls 50', 'folds']","['5c', '6d']",['raises 250 to 350'],"['2c', '4h']",['folds'],"['Kh', '6c']",['folds'],"['Td', '8s']",['folds'],"['3h', 'Kd']",['folds']
"['8c', '7s', '7h']",['7c'],['5h'],[2],0,988,"[-50.0, 519.0, 0.0, 0.0, 0.0, -469.0]","[0, 1, 0, 0, 0, 1]","['8s', '5s']",['folds'],"['Ac', '3s']","['calls 122', 'checks', 'bets 247', 'checks']","['Kh', '3h']",['folds'],"['4s', '8h']",['folds'],"['Qh', '5d']",['folds'],"['Qd', '9d']","['raises 122 to 222', 'checks', 'calls 247', 'checks']"
,,,[6],187,250,"[-50.0, -100.0, 0.0, 0.0, 0.0, 150.0]","[0, 0, 0, 0, 0, 1]","['Kc', '4h']",['folds'],"['9s', '2s']",['folds'],"['2h', '3s']",['folds'],"['Jd', '3c']",['folds'],"['Kh', '3d']",['folds'],"['Tc', '8h']",['raises 187 to 287']
,,,[5],425,550,"[-50.0, -100.0, 0.0, -200.0, 350.0, 0.0]","[0, 0, 0, 0, 1, 0]","['8d', 'Ah']",['folds'],"['9s', 'Qh']",['folds'],"['Kd', '6s']",['folds'],"['Td', 'As']","['raises 100 to 200', 'folds']","['Ks', 'Qs']",['raises 425 to 625'],"['Ac', '3d']",['folds']
"['3c', '4c', '7s']",,,[4],412,550,"[-225.0, -100.0, 0.0, 325.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['Js', 'Kd']","['calls 175', 'checks', 'folds']","['4h', 'Qd']",['folds'],"['9s', '2h']",['folds'],"['Ts', 'Tc']","['raises 125 to 225', 'bets 412']","['3h', 'Ks']",['folds'],"['6c', 'Kh']",['folds']
,,,[6],125,250,"[-50.0, -100.0, 0.0, 0.0, 0.0, 150.0]","[0, 0, 0, 0, 0, 1]","['8s', 'Ac']",['folds'],"['3s', '4c']",['folds'],"['6c', 'Kd']",['folds'],"['5s', '6s']",['folds'],"['5c', '2s']",['folds'],"['9c', 'Kc']",['raises 125 to 225']
"['Kh', '3s', '5s']",['2d'],['4h'],[2],125,400,"[-200.0, 200.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['Th', '3h']","['calls 50', 'checks', 'bets 100', 'checks', 'folds']","['Ad', '6h']","['checks', 'checks', 'calls 100', 'bets 125']","['7s', '2c']",['folds'],"['8c', '6d']",['folds'],"['4c', 'Jh']",['folds'],"['9s', '5c']",['folds']
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['Qs', '4c']",['folds'],"['7c', '3c']",[],"['Qc', '5h']",['folds'],"['3s', '2d']",['folds'],"['2h', '6h']",['folds'],"['2s', '8d']",['folds']
"['4s', 'Ac', '8h']",,,[2],100,200,"[-100.0, 100.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['3h', 'Th']","['calls 50', 'checks', 'folds']","['Ad', '3d']","['checks', 'bets 100']","['8d', 'Qs']",['folds'],"['Qd', '5c']",['folds'],"['7s', '5d']",['folds'],"['4d', '2c']",['folds']
"['Jc', '5s', '7c']",,,[5],300,600,"[-50.0, -100.0, 0.0, 0.0, 375.0, -225.0]","[0, 0, 0, 0, 1, 0]","['8d', 'As']",['folds'],"['8c', 'Kd']",['folds'],"['8h', '6c']",['folds'],"['4s', 'Ac']",['folds'],"['Tc', 'Td']","['raises 125 to 225', 'bets 300']","['Qh', 'Kh']","['calls 225', 'folds']"
,,,[5],125,250,"[-50.0, -100.0, 0.0, 0.0, 150.0, 0.0]","[0, 0, 0, 0, 1, 0]","['Kd', '5h']",['folds'],"['6s', '5c']",['folds'],"['9h', '3d']",['folds'],"['5d', '8c']",['folds'],"['Ad', 'Kc']",['raises 125 to 225'],"['9c', 'Td']",['folds']
"['5c', '6d', '3s']",['9s'],,[1],1500,2300,"[1200.0, -100.0, 0.0, -1100.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['Jd', 'Jh']","['raises 813 to 1100', 'checks', 'bets 1500']","['7d', '5d']",['folds'],"['Qd', '4h']",['folds'],"['Ac', 'Ks']","['raises 187 to 287', 'calls 813', 'checks', 'folds']","['7s', 'Ts']",['folds'],"['As', '2d']",['folds']
"['Jc', 'Jh', '9d']",['3c'],,[2],225,450,"[-50.0, 250.0, -200.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['3h', '2s']",['folds'],"['Qh', 'Tc']","['calls 100', 'checks', 'bets 225']","['Ah', '6h']","['raises 100 to 200', 'checks', 'folds']","['5d', '4s']",['folds'],"['As', 'Td']",['folds'],"['Qd', '3d']",['folds']
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['6c', 'Th']",['folds'],"['Ts', '9s']",[],"['8h', 'Tc']",['folds'],"['6s', 'Qd']",['folds'],"['3s', '6d']",['folds'],"['7c', '5d']",['folds']
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['2h', '3s']",['folds'],"['As', 'Ac']",[],"['Kd', '6h']",['folds'],"['7d', '6c']",['folds'],"['Ts', '4h']",['folds'],"['Jd', '8s']",['folds']
,,,[1],1350,1950,"[975.0, -975.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['Ad', 'Ac']","['raises 225 to 325', 'raises 1350 to 2325']","['5d', '7h']","['raises 650 to 975', 'folds']","['Jc', '5s']",['folds'],"['6h', 'Js']",['folds'],"['8c', '3d']",['folds'],"['Jd', '8h']",['folds']
"['6c', 'Qd', 'Ts']",['Js'],,[1],450,600,"[300.0, -300.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['Jh', 'Tc']","['raises 200 to 300', 'checks', 'bets 450']","['Td', '4d']","['calls 200', 'checks', 'folds']","['Qh', '5s']",['folds'],"['9s', '8d']",['folds'],"['2s', 'Kc']",['folds'],"['5h', 'Ad']",['folds']
"['Jh', '4s', 'Qh']",['6h'],['Kd'],[2],0,1000,"[-50.0, 525.0, 0.0, 0.0, 0.0, -475.0]","[0, 1, 0, 0, 0, 1]","['5d', 'Ah']",['folds'],"['Jd', '2d']","['calls 125', 'checks', 'calls 250', 'checks', 'checks']","['Qs', '7c']",['folds'],"['Qc', '3h']",['folds'],"['Th', 'Qd']",['folds'],"['Ac', '6s']","['raises 125 to 225', 'bets 250', 'checks', 'checks']"
"['7h', '2c', '9s']",['Ts'],['3c'],[5],0,2000,"[-50.0, -975.0, 0.0, 0.0, 1025.0, 0.0]","[0, 1, 0, 0, 1, 0]","['8h', 'Qd']",['folds'],"['7c', 'Ad']","['calls 125', 'checks', 'raises 500 to 750', 'checks', 'checks']","['9c', '7s']",['folds'],"['3h', '6h']",['folds'],"['As', '9h']","['raises 125 to 225', 'bets 250', 'calls 500', 'checks', 'checks']","['Kd', '4s']",['folds']
,,,[4],125,250,"[-50.0, -100.0, 0.0, 150.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['3s', '7d']",['folds'],"['3c', '6d']",['folds'],"['3d', 'Js']",['folds'],"['Ks', 'Qd']",['raises 125 to 225'],"['4s', '3h']",['folds'],"['2h', '5d']",['folds']
"['8h', '8d', '2c']",['Kh'],['9h'],[2],888,500,"[-50.0, 275.0, -225.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['7h', '4s']",['folds'],"['5h', 'Qh']","['calls 125', 'checks', 'checks', 'bets 888']","['Ah', 'Qc']","['raises 125 to 225', 'checks', 'checks', 'folds']","['6d', 'Kd']",['folds'],"['2s', 'Ac']",['folds'],"['7d', 'Th']",['folds']
"['6s', 'Ac', '3d']",['Th'],['8c'],[2],0,1000,"[-50.0, 525.0, 0.0, 0.0, -475.0, 0.0]","[0, 1, 0, 0, 1, 0]","['2d', '6c']",['folds'],"['Ad', '2s']","['calls 125', 'checks', 'calls 250', 'checks', 'checks']","['4c', 'Ts']",['folds'],"['5c', '2h']",['folds'],"['6d', 'Kd']","['raises 125 to 225', 'bets 250', 'checks', 'checks']","['Jh', '7s']",['folds']
